blm_category,missing_id
biolink:NucleicAcidEntity,UMLS:C0047335
biolink:NucleicAcidEntity,UMLS:C0178577
biolink:NucleicAcidEntity,UMLS:C3813708
biolink:NucleicAcidEntity,UMLS:C0627284
biolink:NucleicAcidEntity,UMLS:C0762193
biolink:NucleicAcidEntity,UMLS:C3539667
biolink:NucleicAcidEntity,UMLS:C1608718
biolink:NucleicAcidEntity,UMLS:C3889452
biolink:NucleicAcidEntity,UMLS:C0167374
biolink:NucleicAcidEntity,UMLS:C1705397
biolink:NucleicAcidEntity,UMLS:C1708811
biolink:NucleicAcidEntity,UMLS:C4723883
biolink:NucleicAcidEntity,UMLS:C0656148
biolink:NucleicAcidEntity,UMLS:C3273804
biolink:NucleicAcidEntity,UMLS:C0078637
biolink:NucleicAcidEntity,UMLS:C4084881
biolink:NucleicAcidEntity,UMLS:C3540554
biolink:NucleicAcidEntity,UMLS:C0046781
biolink:NucleicAcidEntity,UMLS:C3889156
biolink:NucleicAcidEntity,UMLS:C0085865
biolink:NucleicAcidEntity,UMLS:C3890912
biolink:NucleicAcidEntity,UMLS:C5202929
biolink:NucleicAcidEntity,UMLS:C1705025
biolink:NucleicAcidEntity,UMLS:C5202736
biolink:NucleicAcidEntity,UMLS:C2825839
biolink:NucleicAcidEntity,UMLS:C1706236
biolink:NucleicAcidEntity,UMLS:C0028604
biolink:NucleicAcidEntity,UMLS:C1101610
biolink:NucleicAcidEntity,UMLS:C4284741
biolink:NucleicAcidEntity,UMLS:C0050040
biolink:NucleicAcidEntity,UMLS:C0003284
biolink:NucleicAcidEntity,UMLS:C2984552
biolink:NucleicAcidEntity,UMLS:C0047333
biolink:NucleicAcidEntity,UMLS:C1707096
biolink:NucleicAcidEntity,UMLS:C0069894
biolink:NucleicAcidEntity,UMLS:C2982439
biolink:NucleicAcidEntity,UMLS:C2975169
biolink:NucleicAcidEntity,UMLS:C0000275
biolink:NucleicAcidEntity,UMLS:C4085316
biolink:NucleicAcidEntity,UMLS:C0031484
biolink:NucleicAcidEntity,UMLS:C1436330
biolink:NucleicAcidEntity,UMLS:C0756443
biolink:NucleicAcidEntity,UMLS:C0651886
biolink:NucleicAcidEntity,UMLS:C4761533
biolink:NucleicAcidEntity,UMLS:C3541311
biolink:NucleicAcidEntity,UMLS:C4552601
biolink:NucleicAcidEntity,UMLS:C2003126
biolink:NucleicAcidEntity,UMLS:C3493050
biolink:NucleicAcidEntity,UMLS:C0630771
biolink:NucleicAcidEntity,UMLS:C2826016
biolink:NucleicAcidEntity,UMLS:C4723957
biolink:NucleicAcidEntity,UMLS:C1519622
biolink:NucleicAcidEntity,UMLS:C1705889
biolink:NucleicAcidEntity,UMLS:C1705522
biolink:NucleicAcidEntity,UMLS:C0651260
biolink:NucleicAcidEntity,UMLS:C0883198
biolink:NucleicAcidEntity,UMLS:C1254533
biolink:NucleicAcidEntity,UMLS:C5202697
biolink:NucleicAcidEntity,UMLS:C3890729
biolink:NucleicAcidEntity,UMLS:C0145908
biolink:NucleicAcidEntity,UMLS:C2348366
biolink:NucleicAcidEntity,UMLS:C1520214
biolink:NucleicAcidEntity,UMLS:C3538789
biolink:NucleicAcidEntity,UMLS:C1704879
biolink:NucleicAcidEntity,UMLS:C3889704
biolink:NucleicAcidEntity,UMLS:C3541913
biolink:NucleicAcidEntity,UMLS:C4284739
biolink:NucleicAcidEntity,UMLS:C5240270
biolink:NucleicAcidEntity,UMLS:C3812742
biolink:NucleicAcidEntity,UMLS:C1705140
biolink:NucleicAcidEntity,UMLS:C0755334
biolink:NucleicAcidEntity,UMLS:C3273296
biolink:NucleicAcidEntity,UMLS:C4745363
biolink:NucleicAcidEntity,UMLS:C3273413
biolink:NucleicAcidEntity,UMLS:C1704807
biolink:NucleicAcidEntity,UMLS:C4553515
biolink:NucleicAcidEntity,UMLS:C3541278
biolink:NucleicAcidEntity,UMLS:C3539745
biolink:NucleicAcidEntity,UMLS:C0001455
biolink:NucleicAcidEntity,UMLS:C0382731
biolink:NucleicAcidEntity,UMLS:C0003676
biolink:NucleicAcidEntity,UMLS:C1708033
biolink:NucleicAcidEntity,UMLS:C3541411
biolink:NucleicAcidEntity,UMLS:C1705831
biolink:NucleicAcidEntity,UMLS:C0659860
biolink:NucleicAcidEntity,UMLS:C2346901
biolink:NucleicAcidEntity,UMLS:C0651142
biolink:NucleicAcidEntity,UMLS:C5401287
biolink:NucleicAcidEntity,UMLS:C5240769
biolink:NucleicAcidEntity,UMLS:C0614807
biolink:NucleicAcidEntity,UMLS:C1458251
biolink:NucleicAcidEntity,UMLS:C2826015
biolink:NucleicAcidEntity,UMLS:C0601716
biolink:NucleicAcidEntity,UMLS:C3274818
biolink:NucleicAcidEntity,UMLS:C3828867
biolink:NucleicAcidEntity,UMLS:C2984190
biolink:NucleicAcidEntity,UMLS:C1704830
biolink:NucleicAcidEntity,UMLS:C1705777
biolink:NucleicAcidEntity,UMLS:C3890183
biolink:NucleicAcidEntity,UMLS:C0208735
biolink:NucleicAcidEntity,UMLS:C5226944
biolink:NucleicAcidEntity,UMLS:C2360340
biolink:NucleicAcidEntity,UMLS:C1706900
biolink:NucleicAcidEntity,UMLS:C1481738
biolink:NucleicAcidEntity,UMLS:C1705442
biolink:NucleicAcidEntity,UMLS:C0099782
biolink:NucleicAcidEntity,UMLS:C1706342
biolink:NucleicAcidEntity,UMLS:C0067578
biolink:NucleicAcidEntity,UMLS:C3540588
biolink:NucleicAcidEntity,UMLS:C0245513
biolink:NucleicAcidEntity,UMLS:C3811170
biolink:NucleicAcidEntity,UMLS:C3538754
biolink:NucleicAcidEntity,UMLS:C0600415
biolink:NucleicAcidEntity,UMLS:C0056903
biolink:NucleicAcidEntity,UMLS:C4723661
biolink:NucleicAcidEntity,UMLS:C0651601
biolink:NucleicAcidEntity,UMLS:C1706270
biolink:NucleicAcidEntity,UMLS:C0909839
biolink:NucleicAcidEntity,UMLS:C4723643
biolink:NucleicAcidEntity,UMLS:C2986687
biolink:NucleicAcidEntity,UMLS:C4321487
biolink:NucleicAcidEntity,UMLS:C1706434
biolink:NucleicAcidEntity,UMLS:C0052241
biolink:NucleicAcidEntity,UMLS:C4085338
biolink:NucleicAcidEntity,UMLS:C0212565
biolink:NucleicAcidEntity,UMLS:C0059985
biolink:NucleicAcidEntity,UMLS:C0614830
biolink:NucleicAcidEntity,UMLS:C0076492
biolink:NucleicAcidEntity,UMLS:C5203007
biolink:NucleicAcidEntity,UMLS:C3540479
biolink:NucleicAcidEntity,UMLS:C2983693
biolink:NucleicAcidEntity,UMLS:C0658237
biolink:NucleicAcidEntity,UMLS:C3539738
biolink:NucleicAcidEntity,UMLS:C3869507
biolink:NucleicAcidEntity,UMLS:C3540635
biolink:NucleicAcidEntity,UMLS:C0018353
biolink:NucleicAcidEntity,UMLS:C1710520
biolink:NucleicAcidEntity,UMLS:C3539541
biolink:NucleicAcidEntity,UMLS:C3813561
biolink:NucleicAcidEntity,UMLS:C4085198
biolink:NucleicAcidEntity,UMLS:C0001465
biolink:NucleicAcidEntity,UMLS:C3540813
biolink:NucleicAcidEntity,UMLS:C1704875
biolink:NucleicAcidEntity,UMLS:C0040092
biolink:NucleicAcidEntity,UMLS:C3540809
biolink:NucleicAcidEntity,UMLS:C0613220
biolink:NucleicAcidEntity,UMLS:C2825974
biolink:NucleicAcidEntity,UMLS:C1705629
biolink:NucleicAcidEntity,UMLS:C3539797
biolink:NucleicAcidEntity,UMLS:C3811096
biolink:NucleicAcidEntity,UMLS:C3273478
biolink:NucleicAcidEntity,UMLS:C3890397
biolink:NucleicAcidEntity,UMLS:C0030239
biolink:NucleicAcidEntity,UMLS:C0010725
biolink:NucleicAcidEntity,UMLS:C3273559
biolink:NucleicAcidEntity,UMLS:C0011534
biolink:NucleicAcidEntity,UMLS:C4284126
biolink:NucleicAcidEntity,UMLS:C3542911
biolink:NucleicAcidEntity,UMLS:C0286079
biolink:NucleicAcidEntity,UMLS:C1175140
biolink:NucleicAcidEntity,UMLS:C2827371
biolink:NucleicAcidEntity,UMLS:C0758314
biolink:NucleicAcidEntity,UMLS:C0079532
biolink:NucleicAcidEntity,UMLS:C0646252
biolink:NucleicAcidEntity,UMLS:C3812164
biolink:NucleicAcidEntity,UMLS:C1705971
biolink:NucleicAcidEntity,UMLS:C1705829
biolink:NucleicAcidEntity,UMLS:C3889381
biolink:NucleicAcidEntity,UMLS:C1710605
biolink:NucleicAcidEntity,UMLS:C1705455
biolink:NucleicAcidEntity,UMLS:C1704996
biolink:NucleicAcidEntity,UMLS:C1521380
biolink:NucleicAcidEntity,UMLS:C0290159
biolink:NucleicAcidEntity,UMLS:C3829971
biolink:NucleicAcidEntity,UMLS:C0035707
biolink:NucleicAcidEntity,UMLS:C1705933
biolink:NucleicAcidEntity,UMLS:C4049725
biolink:NucleicAcidEntity,UMLS:C0011487
biolink:NucleicAcidEntity,UMLS:C1704795
biolink:NucleicAcidEntity,UMLS:C3811772
biolink:NucleicAcidEntity,UMLS:C0069756
biolink:NucleicAcidEntity,UMLS:C4283951
biolink:NucleicAcidEntity,UMLS:C1708023
biolink:NucleicAcidEntity,UMLS:C1705841
biolink:NucleicAcidEntity,UMLS:C1708280
biolink:NucleicAcidEntity,UMLS:C1710284
biolink:NucleicAcidEntity,UMLS:C1100128
biolink:NucleicAcidEntity,UMLS:C2976303
biolink:NucleicAcidEntity,UMLS:C0050093
biolink:NucleicAcidEntity,UMLS:C0046849
biolink:NucleicAcidEntity,UMLS:C3543429
biolink:NucleicAcidEntity,UMLS:C1707092
biolink:NucleicAcidEntity,UMLS:C3829970
biolink:NucleicAcidEntity,UMLS:C3178796
biolink:NucleicAcidEntity,UMLS:C1708411
biolink:NucleicAcidEntity,UMLS:C3811845
biolink:NucleicAcidEntity,UMLS:C4724077
biolink:NucleicAcidEntity,UMLS:C1880655
biolink:NucleicAcidEntity,UMLS:C3810646
biolink:NucleicAcidEntity,UMLS:C2984172
biolink:NucleicAcidEntity,UMLS:C3273652
biolink:NucleicAcidEntity,UMLS:C2825923
biolink:NucleicAcidEntity,UMLS:C0049282
biolink:NucleicAcidEntity,UMLS:C1705619
biolink:NucleicAcidEntity,UMLS:C0172471
biolink:NucleicAcidEntity,UMLS:C0012924
biolink:NucleicAcidEntity,UMLS:C2348931
biolink:NucleicAcidEntity,UMLS:C0111606
biolink:NucleicAcidEntity,UMLS:C3273858
biolink:NucleicAcidEntity,UMLS:C1708119
biolink:NucleicAcidEntity,UMLS:C2699122
biolink:NucleicAcidEntity,UMLS:C1519595
biolink:NucleicAcidEntity,UMLS:C0012939
biolink:NucleicAcidEntity,UMLS:C3890911
biolink:NucleicAcidEntity,UMLS:C4553345
biolink:NucleicAcidEntity,UMLS:C0251620
biolink:NucleicAcidEntity,UMLS:C3538791
biolink:NucleicAcidEntity,UMLS:C0049933
biolink:NucleicAcidEntity,UMLS:C1481782
biolink:NucleicAcidEntity,UMLS:C0250547
biolink:NucleicAcidEntity,UMLS:C0084382
biolink:NucleicAcidEntity,UMLS:C0935963
biolink:NucleicAcidEntity,UMLS:C0011535
biolink:NucleicAcidEntity,UMLS:C1291184
biolink:NucleicAcidEntity,UMLS:C0887917
biolink:NucleicAcidEntity,UMLS:C5190990
biolink:NucleicAcidEntity,UMLS:C3890006
biolink:NucleicAcidEntity,UMLS:C4724080
biolink:NucleicAcidEntity,UMLS:C0077070
biolink:NucleicAcidEntity,UMLS:C0384717
biolink:NucleicAcidEntity,UMLS:C1705266
biolink:NucleicAcidEntity,UMLS:C1705969
biolink:NucleicAcidEntity,UMLS:C0659644
biolink:NucleicAcidEntity,UMLS:C3539669
biolink:NucleicAcidEntity,UMLS:C0659363
biolink:NucleicAcidEntity,UMLS:C1705287
biolink:NucleicAcidEntity,UMLS:C0054977
biolink:NucleicAcidEntity,UMLS:C2985149
biolink:NucleicAcidEntity,UMLS:C1705635
biolink:NucleicAcidEntity,UMLS:C4321453
biolink:NucleicAcidEntity,UMLS:C0049113
biolink:NucleicAcidEntity,UMLS:C1706175
biolink:NucleicAcidEntity,UMLS:C3273810
biolink:NucleicAcidEntity,UMLS:C0614106
biolink:NucleicAcidEntity,UMLS:C0602033
biolink:NucleicAcidEntity,UMLS:C1142996
biolink:NucleicAcidEntity,UMLS:C0600253
biolink:NucleicAcidEntity,UMLS:C3889453
biolink:NucleicAcidEntity,UMLS:C1707862
biolink:NucleicAcidEntity,UMLS:C0286078
biolink:NucleicAcidEntity,UMLS:C4553504
biolink:NucleicAcidEntity,UMLS:C2983394
biolink:NucleicAcidEntity,UMLS:C3899745
biolink:NucleicAcidEntity,UMLS:C2348051
biolink:NucleicAcidEntity,UMLS:C0619959
biolink:NucleicAcidEntity,UMLS:C4321249
biolink:NucleicAcidEntity,UMLS:C3811801
biolink:NucleicAcidEntity,UMLS:C3812647
biolink:NucleicAcidEntity,UMLS:C3539568
biolink:NucleicAcidEntity,UMLS:C0887856
biolink:NucleicAcidEntity,UMLS:C0378830
biolink:NucleicAcidEntity,UMLS:C0297975
biolink:NucleicAcidEntity,UMLS:C0624957
biolink:NucleicAcidEntity,UMLS:C3541981
biolink:NucleicAcidEntity,UMLS:C3541975
biolink:NucleicAcidEntity,UMLS:C3898412
biolink:NucleicAcidEntity,UMLS:C0724366
biolink:NucleicAcidEntity,UMLS:C0098387
biolink:NucleicAcidEntity,UMLS:C0286332
biolink:NucleicAcidEntity,UMLS:C1705701
biolink:NucleicAcidEntity,UMLS:C3539603
biolink:NucleicAcidEntity,UMLS:C1705631
biolink:NucleicAcidEntity,UMLS:C1704997
biolink:NucleicAcidEntity,UMLS:C0039554
biolink:NucleicAcidEntity,UMLS:C1481646
biolink:NucleicAcidEntity,UMLS:C0245085
biolink:NucleicAcidEntity,UMLS:C1705155
biolink:NucleicAcidEntity,UMLS:C1705270
biolink:NucleicAcidEntity,UMLS:C3813126
biolink:NucleicAcidEntity,UMLS:C2713628
biolink:NucleicAcidEntity,UMLS:C1520537
biolink:NucleicAcidEntity,UMLS:C1705678
biolink:NucleicAcidEntity,UMLS:C0050785
biolink:NucleicAcidEntity,UMLS:C2986620
biolink:NucleicAcidEntity,UMLS:C0253087
biolink:NucleicAcidEntity,UMLS:C3494206
biolink:NucleicAcidEntity,UMLS:C3814043
biolink:NucleicAcidEntity,UMLS:C3813707
biolink:NucleicAcidEntity,UMLS:C4553363
biolink:NucleicAcidEntity,UMLS:C3539698
biolink:NucleicAcidEntity,UMLS:C0060483
biolink:NucleicAcidEntity,UMLS:C0206415
biolink:NucleicAcidEntity,UMLS:C3540642
biolink:NucleicAcidEntity,UMLS:C1257897
biolink:NucleicAcidEntity,UMLS:C2348125
biolink:NucleicAcidEntity,UMLS:C2983129
biolink:NucleicAcidEntity,UMLS:C4283942
biolink:NucleicAcidEntity,UMLS:C1705258
biolink:NucleicAcidEntity,UMLS:C1122476
biolink:NucleicAcidEntity,UMLS:C1458198
biolink:NucleicAcidEntity,UMLS:C0664106
biolink:NucleicAcidEntity,UMLS:C0018342
biolink:NucleicAcidEntity,UMLS:C0069757
biolink:NucleicAcidEntity,UMLS:C1705695
biolink:NucleicAcidEntity,UMLS:C3889257
biolink:NucleicAcidEntity,UMLS:C0071637
biolink:NucleicAcidEntity,UMLS:C4723659
biolink:NucleicAcidEntity,UMLS:C0044477
biolink:NucleicAcidEntity,UMLS:C1709381
biolink:NucleicAcidEntity,UMLS:C0043442
biolink:NucleicAcidEntity,UMLS:C2825820
biolink:NucleicAcidEntity,UMLS:C1705440
biolink:NucleicAcidEntity,UMLS:C4283803
biolink:NucleicAcidEntity,UMLS:C3538683
biolink:NucleicAcidEntity,UMLS:C1707156
biolink:NucleicAcidEntity,UMLS:C5240829
biolink:NucleicAcidEntity,UMLS:C1706331
biolink:NucleicAcidEntity,UMLS:C3273566
biolink:NucleicAcidEntity,UMLS:C3272349
biolink:NucleicAcidEntity,UMLS:C3539716
biolink:NucleicAcidEntity,UMLS:C0257918
biolink:NucleicAcidEntity,UMLS:C1705144
biolink:NucleicAcidEntity,UMLS:C3273650
biolink:NucleicAcidEntity,UMLS:C1706123
biolink:NucleicAcidEntity,UMLS:C0913726
biolink:NucleicAcidEntity,UMLS:C1706172
biolink:NucleicAcidEntity,UMLS:C1707119
biolink:NucleicAcidEntity,UMLS:C0076423
biolink:NucleicAcidEntity,UMLS:C0610610
biolink:NucleicAcidEntity,UMLS:C2826044
biolink:NucleicAcidEntity,UMLS:C0257755
biolink:NucleicAcidEntity,UMLS:C0069423
biolink:NucleicAcidEntity,UMLS:C1708282
biolink:NucleicAcidEntity,UMLS:C0919258
biolink:NucleicAcidEntity,UMLS:C1705892
biolink:NucleicAcidEntity,UMLS:C4723645
biolink:NucleicAcidEntity,UMLS:C0162326
biolink:NucleicAcidEntity,UMLS:C4761479
biolink:NucleicAcidEntity,UMLS:C1481716
biolink:NucleicAcidEntity,UMLS:C1706514
biolink:NucleicAcidEntity,UMLS:C1705779
biolink:NucleicAcidEntity,UMLS:C1706879
biolink:NucleicAcidEntity,UMLS:C1517437
biolink:NucleicAcidEntity,UMLS:C0075057
biolink:NucleicAcidEntity,UMLS:C1709401
biolink:NucleicAcidEntity,UMLS:C1706262
biolink:NucleicAcidEntity,UMLS:C2826043
biolink:NucleicAcidEntity,UMLS:C1515240
biolink:NucleicAcidEntity,UMLS:C4483998
biolink:NucleicAcidEntity,UMLS:C3537372
biolink:NucleicAcidEntity,UMLS:C1707866
biolink:NucleicAcidEntity,UMLS:C0125887
biolink:NucleicAcidEntity,UMLS:C0661643
biolink:NucleicAcidEntity,UMLS:C0081371
biolink:NucleicAcidEntity,UMLS:C1705658
biolink:NucleicAcidEntity,UMLS:C0109733
biolink:NucleicAcidEntity,UMLS:C0919260
biolink:NucleicAcidEntity,UMLS:C2987028
biolink:NucleicAcidEntity,UMLS:C0003679
biolink:NucleicAcidEntity,UMLS:C1706260
biolink:NucleicAcidEntity,UMLS:C1708408
biolink:NucleicAcidEntity,UMLS:C0796348
biolink:NucleicAcidEntity,UMLS:C0539144
biolink:NucleicAcidEntity,UMLS:C1705845
biolink:NucleicAcidEntity,UMLS:C2351509
biolink:NucleicAcidEntity,UMLS:C3814032
biolink:NucleicAcidEntity,UMLS:C4553514
biolink:NucleicAcidEntity,UMLS:C1705336
biolink:NucleicAcidEntity,UMLS:C5239751
biolink:NucleicAcidEntity,UMLS:C2698717
biolink:NucleicAcidEntity,UMLS:C0769342
biolink:NucleicAcidEntity,UMLS:C0046775
biolink:NucleicAcidEntity,UMLS:C1706661
biolink:NucleicAcidEntity,UMLS:C3815225
biolink:NucleicAcidEntity,UMLS:C0882632
biolink:NucleicAcidEntity,UMLS:C0109231
biolink:NucleicAcidEntity,UMLS:C1708817
biolink:NucleicAcidEntity,UMLS:C5202651
biolink:NucleicAcidEntity,UMLS:C3272387
biolink:NucleicAcidEntity,UMLS:C5240281
biolink:NucleicAcidEntity,UMLS:C2825771
biolink:NucleicAcidEntity,UMLS:C4723668
biolink:NucleicAcidEntity,UMLS:C2984544
biolink:NucleicAcidEntity,UMLS:C1705756
biolink:NucleicAcidEntity,UMLS:C3811213
biolink:NucleicAcidEntity,UMLS:C0054687
biolink:NucleicAcidEntity,UMLS:C0046778
biolink:NucleicAcidEntity,UMLS:C3538894
biolink:NucleicAcidEntity,UMLS:C1709131
biolink:NucleicAcidEntity,UMLS:C0643623
biolink:NucleicAcidEntity,UMLS:C1705579
biolink:NucleicAcidEntity,UMLS:C1179920
biolink:NucleicAcidEntity,UMLS:C4321311
biolink:NucleicAcidEntity,UMLS:C3273708
biolink:NucleicAcidEntity,UMLS:C5401286
biolink:NucleicAcidEntity,UMLS:C0049128
biolink:NucleicAcidEntity,UMLS:C2987175
biolink:NucleicAcidEntity,UMLS:C0050170
biolink:NucleicAcidEntity,UMLS:C3889422
biolink:NucleicAcidEntity,UMLS:C0250136
biolink:NucleicAcidEntity,UMLS:C4284287
biolink:NucleicAcidEntity,UMLS:C2826020
biolink:NucleicAcidEntity,UMLS:C0092795
biolink:NucleicAcidEntity,UMLS:C0045917
biolink:NucleicAcidEntity,UMLS:C3539741
biolink:NucleicAcidEntity,UMLS:C3272782
biolink:NucleicAcidEntity,UMLS:C0035713
biolink:NucleicAcidEntity,UMLS:C0591320
biolink:NucleicAcidEntity,UMLS:C0071359
biolink:NucleicAcidEntity,UMLS:C3272397
biolink:NucleicAcidEntity,UMLS:C1458199
biolink:NucleicAcidEntity,UMLS:C1881021
biolink:NucleicAcidEntity,UMLS:C3889463
biolink:NucleicAcidEntity,UMLS:C1268902
biolink:NucleicAcidEntity,UMLS:C2827461
biolink:NucleicAcidEntity,UMLS:C1705703
biolink:NucleicAcidEntity,UMLS:C1709809
biolink:NucleicAcidEntity,UMLS:C2825774
biolink:NucleicAcidEntity,UMLS:C0678123
biolink:NucleicAcidEntity,UMLS:C0599002
biolink:NucleicAcidEntity,UMLS:C4284465
biolink:NucleicAcidEntity,UMLS:C4553498
biolink:NucleicAcidEntity,UMLS:C1705343
biolink:NucleicAcidEntity,UMLS:C4723679
biolink:NucleicAcidEntity,UMLS:C1708422
biolink:NucleicAcidEntity,UMLS:C3889450
biolink:NucleicAcidEntity,UMLS:C1710684
biolink:NucleicAcidEntity,UMLS:C4049734
biolink:NucleicAcidEntity,UMLS:C1708623
biolink:NucleicAcidEntity,UMLS:C0077475
biolink:NucleicAcidEntity,UMLS:C0049968
biolink:NucleicAcidEntity,UMLS:C0117920
biolink:NucleicAcidEntity,UMLS:C2985469
biolink:NucleicAcidEntity,UMLS:C3541431
biolink:NucleicAcidEntity,UMLS:C3272711
biolink:NucleicAcidEntity,UMLS:C5239082
biolink:NucleicAcidEntity,UMLS:C1706901
biolink:NucleicAcidEntity,UMLS:C1705239
biolink:NucleicAcidEntity,UMLS:C5202833
biolink:NucleicAcidEntity,UMLS:C4289048
biolink:NucleicAcidEntity,UMLS:C0046838
biolink:NucleicAcidEntity,UMLS:C0207628
biolink:NucleicAcidEntity,UMLS:C1609795
biolink:NucleicAcidEntity,UMLS:C1705450
biolink:NucleicAcidEntity,UMLS:C4049598
biolink:NucleicAcidEntity,UMLS:C0137492
biolink:NucleicAcidEntity,UMLS:C3814526
biolink:NucleicAcidEntity,UMLS:C0071635
biolink:NucleicAcidEntity,UMLS:C0056070
biolink:NucleicAcidEntity,UMLS:C4321498
biolink:NucleicAcidEntity,UMLS:C0962962
biolink:NucleicAcidEntity,UMLS:C0207503
biolink:NucleicAcidEntity,UMLS:C0882975
biolink:NucleicAcidEntity,UMLS:C0644790
biolink:NucleicAcidEntity,UMLS:C1481687
biolink:NucleicAcidEntity,UMLS:C2827560
biolink:NucleicAcidEntity,UMLS:C3812826
biolink:NucleicAcidEntity,UMLS:C4684815
biolink:NucleicAcidEntity,UMLS:C4764220
biolink:NucleicAcidEntity,UMLS:C4724072
biolink:NucleicAcidEntity,UMLS:C1705837
biolink:NucleicAcidEntity,UMLS:C0033846
biolink:NucleicAcidEntity,UMLS:C4548914
biolink:NucleicAcidEntity,UMLS:C3541988
biolink:NucleicAcidEntity,UMLS:C3539656
biolink:NucleicAcidEntity,UMLS:C0163102
biolink:NucleicAcidEntity,UMLS:C1434913
biolink:NucleicAcidEntity,UMLS:C0250131
biolink:NucleicAcidEntity,UMLS:C0035733
biolink:NucleicAcidEntity,UMLS:C4553354
biolink:NucleicAcidEntity,UMLS:C0086126
biolink:NucleicAcidEntity,UMLS:C3540522
biolink:NucleicAcidEntity,UMLS:C4284041
biolink:NucleicAcidEntity,UMLS:C0172018
biolink:NucleicAcidEntity,UMLS:C1705798
biolink:NucleicAcidEntity,UMLS:C0098344
biolink:NucleicAcidEntity,UMLS:C3538746
biolink:NucleicAcidEntity,UMLS:C1706160
biolink:NucleicAcidEntity,UMLS:C0538970
biolink:NucleicAcidEntity,UMLS:C2985421
biolink:NucleicAcidEntity,UMLS:C1705157
biolink:NucleicAcidEntity,UMLS:C3890014
biolink:NucleicAcidEntity,UMLS:C0649208
biolink:NucleicAcidEntity,UMLS:C0218112
biolink:NucleicAcidEntity,UMLS:C3273275
biolink:NucleicAcidEntity,UMLS:C0963949
biolink:NucleicAcidEntity,UMLS:C3540624
biolink:NucleicAcidEntity,UMLS:C1710307
biolink:NucleicAcidEntity,UMLS:C3890372
biolink:NucleicAcidEntity,UMLS:C0763617
biolink:NucleicAcidEntity,UMLS:C0049302
biolink:NucleicAcidEntity,UMLS:C4283940
biolink:NucleicAcidEntity,UMLS:C5244457
biolink:NucleicAcidEntity,UMLS:C0021021
biolink:NucleicAcidEntity,UMLS:C0298633
biolink:NucleicAcidEntity,UMLS:C0673496
biolink:NucleicAcidEntity,UMLS:C3814527
biolink:NucleicAcidEntity,UMLS:C1708835
biolink:NucleicAcidEntity,UMLS:C0532727
biolink:NucleicAcidEntity,UMLS:C4761361
biolink:NucleicAcidEntity,UMLS:C0540288
biolink:NucleicAcidEntity,UMLS:C0051067
biolink:NucleicAcidEntity,UMLS:C0253661
biolink:NucleicAcidEntity,UMLS:C2827568
biolink:NucleicAcidEntity,UMLS:C3273674
biolink:NucleicAcidEntity,UMLS:C4682386
biolink:NucleicAcidEntity,UMLS:C4724053
biolink:NucleicAcidEntity,UMLS:C0050175
biolink:NucleicAcidEntity,UMLS:C1706125
biolink:NucleicAcidEntity,UMLS:C0614870
biolink:NucleicAcidEntity,UMLS:C0213960
biolink:NucleicAcidEntity,UMLS:C1708281
biolink:NucleicAcidEntity,UMLS:C1709436
biolink:NucleicAcidEntity,UMLS:C0208343
biolink:NucleicAcidEntity,UMLS:C0049945
biolink:NucleicAcidEntity,UMLS:C0046003
biolink:NucleicAcidEntity,UMLS:C2825801
biolink:NucleicAcidEntity,UMLS:C3273679
biolink:NucleicAcidEntity,UMLS:C2698728
biolink:NucleicAcidEntity,UMLS:C0045175
biolink:NucleicAcidEntity,UMLS:C1705721
biolink:NucleicAcidEntity,UMLS:C4049720
biolink:NucleicAcidEntity,UMLS:C3273279
biolink:NucleicAcidEntity,UMLS:C3715025
biolink:NucleicAcidEntity,UMLS:C0882714
biolink:NucleicAcidEntity,UMLS:C4287996
biolink:NucleicAcidEntity,UMLS:C1704820
biolink:NucleicAcidEntity,UMLS:C3540818
biolink:NucleicAcidEntity,UMLS:C1521168
biolink:NucleicAcidEntity,UMLS:C0604005
biolink:NucleicAcidEntity,UMLS:C3811162
biolink:NucleicAcidEntity,UMLS:C3538687
biolink:NucleicAcidEntity,UMLS:C0043318
biolink:NucleicAcidEntity,UMLS:C1704694
biolink:NucleicAcidEntity,UMLS:C4724095
biolink:NucleicAcidEntity,UMLS:C3889150
biolink:NucleicAcidEntity,UMLS:C5401283
biolink:NucleicAcidEntity,UMLS:C1099776
biolink:NucleicAcidEntity,UMLS:C2827555
biolink:NucleicAcidEntity,UMLS:C2699237
biolink:NucleicAcidEntity,UMLS:C1704837
biolink:NucleicAcidEntity,UMLS:C3898992
biolink:NucleicAcidEntity,UMLS:C0025828
biolink:NucleicAcidEntity,UMLS:C3890196
biolink:NucleicAcidEntity,UMLS:C4084906
biolink:NucleicAcidEntity,UMLS:C0049161
biolink:NucleicAcidEntity,UMLS:C3539782
biolink:NucleicAcidEntity,UMLS:C3273524
biolink:NucleicAcidEntity,UMLS:C0600401
biolink:NucleicAcidEntity,UMLS:C0605545
biolink:NucleicAcidEntity,UMLS:C0148453
biolink:NucleicAcidEntity,UMLS:C1705055
biolink:NucleicAcidEntity,UMLS:C0012854
biolink:NucleicAcidEntity,UMLS:C0966776
biolink:NucleicAcidEntity,UMLS:C4553360
biolink:NucleicAcidEntity,UMLS:C4723858
biolink:NucleicAcidEntity,UMLS:C0632525
biolink:NucleicAcidEntity,UMLS:C0049092
biolink:NucleicAcidEntity,UMLS:C3542475
